id,label,iri,taxon_id,taxon_label
HP:0011800,Midface retrusion,http://purl.obolibrary.org/obo/HP_0011800,,
HP:0010864,"Intellectual disability, severe",http://purl.obolibrary.org/obo/HP_0010864,,
EFO:0004352,mortality,http://www.ebi.ac.uk/efo/EFO_0004352,,
HP:0007018,Attention deficit hyperactivity disorder,http://purl.obolibrary.org/obo/HP_0007018,,
EFO:0007845,lip morphology measurement,http://www.ebi.ac.uk/efo/EFO_0007845,,
HP:0001874,Abnormality of neutrophils,http://purl.obolibrary.org/obo/HP_0001874,,
HP:0000407,Sensorineural hearing impairment,http://purl.obolibrary.org/obo/HP_0000407,,
EFO:0004342,waist circumference,http://www.ebi.ac.uk/efo/EFO_0004342,,
HP:0000256,Macrocephaly,http://purl.obolibrary.org/obo/HP_0000256,,
HP:0012704,Widened subarachnoid space,http://purl.obolibrary.org/obo/HP_0012704,,
EFO:0005230,anxiety,http://www.ebi.ac.uk/efo/EFO_0005230,,
HP:0012378,Fatigue,http://purl.obolibrary.org/obo/HP_0012378,,
HP:0003323,Progressive muscle weakness,http://purl.obolibrary.org/obo/HP_0003323,,
HP:0003391,Gowers sign,http://purl.obolibrary.org/obo/HP_0003391,,
HP:0002121,Generalized non-motor (absence) seizure,http://purl.obolibrary.org/obo/HP_0002121,,
HP:0000637,Long palpebral fissure,http://purl.obolibrary.org/obo/HP_0000637,,
HP:0003307,Hyperlordosis,http://purl.obolibrary.org/obo/HP_0003307,,
HP:0001263,Global developmental delay,http://purl.obolibrary.org/obo/HP_0001263,,
HP:0002245,Meckel diverticulum,http://purl.obolibrary.org/obo/HP_0002245,,
HP:0002791,Hypoventilation,http://purl.obolibrary.org/obo/HP_0002791,,
HP:0003707,Calf muscle pseudohypertrophy,http://purl.obolibrary.org/obo/HP_0003707,,
HP:0002650,Scoliosis,http://purl.obolibrary.org/obo/HP_0002650,,
HP:0001635,Congestive heart failure,http://purl.obolibrary.org/obo/HP_0001635,,
EFO:0003912,ankle brachial index,http://www.ebi.ac.uk/efo/EFO_0003912,,
HP:0003546,Exercise intolerance,http://purl.obolibrary.org/obo/HP_0003546,,
HP:0002355,Difficulty walking,http://purl.obolibrary.org/obo/HP_0002355,,
HP:0001371,Flexion contracture,http://purl.obolibrary.org/obo/HP_0001371,,
EFO:0004340,body mass index,http://www.ebi.ac.uk/efo/EFO_0004340,,
HP:0006118,Shortening of all distal phalanges of the fingers,http://purl.obolibrary.org/obo/HP_0006118,,
EFO:0006330,response to buspirone,http://www.ebi.ac.uk/efo/EFO_0006330,,
HP:0003198,Myopathy,http://purl.obolibrary.org/obo/HP_0003198,,
HP:0100578,Lipoatrophy,http://purl.obolibrary.org/obo/HP_0100578,,
HP:0002342,"Intellectual disability, moderate",http://purl.obolibrary.org/obo/HP_0002342,,
HP:0000729,Autistic behavior,http://purl.obolibrary.org/obo/HP_0000729,,
HP:0002069,Bilateral tonic-clonic seizure,http://purl.obolibrary.org/obo/HP_0002069,,
EFO:0010503,inosine measurement,http://www.ebi.ac.uk/efo/EFO_0010503,,
HP:0003326,Myalgia,http://purl.obolibrary.org/obo/HP_0003326,,
HP:0002527,Falls,http://purl.obolibrary.org/obo/HP_0002527,,
EFO:0008377,mosquito bite reaction itch intensity measurement,http://www.ebi.ac.uk/efo/EFO_0008377,,
HP:0003701,Proximal muscle weakness,http://purl.obolibrary.org/obo/HP_0003701,,
HP:0003236,Elevated serum creatine kinase,http://purl.obolibrary.org/obo/HP_0003236,,
HP:0100543,Cognitive impairment,http://purl.obolibrary.org/obo/HP_0100543,,
HP:0003551,Difficulty climbing stairs,http://purl.obolibrary.org/obo/HP_0003551,,
HP:0002913,Myoglobinuria,http://purl.obolibrary.org/obo/HP_0002913,,
HP:0005280,Depressed nasal bridge,http://purl.obolibrary.org/obo/HP_0005280,,
