id,subject_id,subject_label,subject_iri,subject_category,subject_taxon_id,subject_taxon_label,object_id,object_label,object_iri,object_category,object_taxon_id,object_taxon_label,relation_id,relation_label,relation_iri
c6fdefe139a83b2f380147eca51a5a37,4178,vandetanib,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
751cf0dd4ee0306c1e941402e1ca37df,P23443,Ribosomal protein S6 kinase beta-1,,gene product,,,HGNC:10436,,,,,,CustomRO:TTD1,is product of,
8618482f9efbef2ae4a4291a07e40920,4178,vandetanib,,drug,,,P23443,Ribosomal protein S6 kinase beta-1,,gene product,,,CustomRO:TTD2,targets,
c2312843f4533d13e6ddf94fd7655146,P46663,B1 bradykinin receptor,,gene product,,,HGNC:1029,,,,,,CustomRO:TTD1,is product of,
9edcdb695b1b16d12a1d233928e1528c,4186,icatibant,,drug,,,P46663,B1 bradykinin receptor,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
19d33b526eea38251f54555d84312616,4187,crizotinib,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
751cf0dd4ee0306c1e941402e1ca37df,P23443,Ribosomal protein S6 kinase beta-1,,gene product,,,HGNC:10436,,,,,,CustomRO:TTD1,is product of,
d83a0382cf9a8eddb5859ac705df5a04,4187,crizotinib,,drug,,,P23443,Ribosomal protein S6 kinase beta-1,,gene product,,,CustomRO:TTD2,targets,
f212d7426db70c1ad9e4271f1de1fbf3,O75385,Serine/threonine-protein kinase ULK1,,gene product,,,HGNC:12558,,,,,,CustomRO:TTD1,is product of,
ad14274ca32d83d369d520cac1cf1e10,4187,crizotinib,,drug,,,O75385,Serine/threonine-protein kinase ULK1,,gene product,,,CustomRO:TTD2,targets,
b67ce6caf00b4c82e8fa6483b79cdf03,P68400,Casein kinase II subunit alpha,,gene product,,,HGNC:2457,,,,,,CustomRO:TTD1,is product of,
2b1cbfdfada0c3fc7623985accbd1193,4190,ruxolitinib,,drug,,,P68400,Casein kinase II subunit alpha,,gene product,,,CustomRO:TTD2,targets,
f212d7426db70c1ad9e4271f1de1fbf3,O75385,Serine/threonine-protein kinase ULK1,,gene product,,,HGNC:12558,,,,,,CustomRO:TTD1,is product of,
18535b3ee9384ef0c409410c0de4d153,4190,ruxolitinib,,drug,,,O75385,Serine/threonine-protein kinase ULK1,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
912b86212250b15dade6f472933f6f89,4225,axitinib,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
4803029aa40f4b669d1420a9d1684bc9,P05129,Protein kinase C gamma type,,gene product,,,HGNC:9402,,,,,,CustomRO:TTD1,is product of,
374fc1180fbb30f4c5bf1c50a5b071f2,4226,ingenol mebutate,,drug,,,P05129,Protein kinase C gamma type,,gene product,,,CustomRO:TTD2,targets,
f3c4a09062fd34fd6b1d05e4914d61ba,P05067,Amyloid beta A4 protein,,gene product,,,HGNC:620,,,,,,CustomRO:TTD1,is product of,
599564d6815c72f0e92fb019bd0abb09,4285,Florbetapir F-18,,drug,,,P05067,Amyloid beta A4 protein,,gene product,,,CustomRO:TTD2,targets,
f3c4a09062fd34fd6b1d05e4914d61ba,P05067,Amyloid beta A4 protein,,gene product,,,HGNC:620,,,,,,CustomRO:TTD1,is product of,
697449460d1b58a2258ea4cd26e185b1,4301,Flutemetamol (18F),,drug,,,P05067,Amyloid beta A4 protein,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
8221b230598bbd8f614b606975288820,4318,afatinib,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
af111833f426ca35f237d28eb8f318a6,4344,zinc chloride,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
a348dcc15b8ddfe6fb651b075621e51b,4359,bosutinib,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
751cf0dd4ee0306c1e941402e1ca37df,P23443,Ribosomal protein S6 kinase beta-1,,gene product,,,HGNC:10436,,,,,,CustomRO:TTD1,is product of,
dc1b33092c2963f8eb4c95742e2d1dc2,4359,bosutinib,,drug,,,P23443,Ribosomal protein S6 kinase beta-1,,gene product,,,CustomRO:TTD2,targets,
081b987bf294c6d3f8e2805e87be4afa,Q9UBE8,Serine/threonine-protein kinase NLK,,gene product,,,HGNC:29858,,,,,,CustomRO:TTD1,is product of,
2d6b0cb6f6a771affcbc0e249431b726,4359,bosutinib,,drug,,,Q9UBE8,Serine/threonine-protein kinase NLK,,gene product,,,CustomRO:TTD2,targets,
f212d7426db70c1ad9e4271f1de1fbf3,O75385,Serine/threonine-protein kinase ULK1,,gene product,,,HGNC:12558,,,,,,CustomRO:TTD1,is product of,
e6de2c026331fe78eb4d611495c4811a,4359,bosutinib,,drug,,,O75385,Serine/threonine-protein kinase ULK1,,gene product,,,CustomRO:TTD2,targets,
6f24eef981c815e648d524913c6336c9,Q05193,Dynamin-1,,gene product,,,HGNC:2972,,,,,,CustomRO:TTD1,is product of,
466b9d20b299874811b0241293a52e7d,4360,cetrimide,,drug,,,Q05193,Dynamin-1,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
016776edb7df93b158467a8eeca965d8,4392,cisplatin,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
5568c5c5eb5d6e015a4f206a976b1d28,4425,colistin,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
9850a2b7520678578bde1580c09c4c5c,P20618,Proteasome subunit beta type-1,,gene product,,,HGNC:9537,,,,,,CustomRO:TTD1,is product of,
e7bef4a41d4a29b39f9e298f03339c3f,4483,carfilzomib,,drug,,,P20618,Proteasome subunit beta type-1,,gene product,,,CustomRO:TTD2,targets,
ded45e74da1cd1a3169dbfd6a454e7d5,P49721,Proteasome subunit beta type-2,,gene product,,,HGNC:9539,,,,,,CustomRO:TTD1,is product of,
07f3cb88217ff0bf9bbc8a639d77b025,4483,carfilzomib,,drug,,,P49721,Proteasome subunit beta type-2,,gene product,,,CustomRO:TTD2,targets,
38e5106bbd1a79a3da819f64764705ba,O60341,Lysine-specific histone demethylase 1A,,gene product,,,HGNC:29079,,,,,,CustomRO:TTD1,is product of,
d8a4fe2ea061b60e84813eb461437aea,4601,diosmetin,,drug,,,O60341,Lysine-specific histone demethylase 1A,,gene product,,,CustomRO:TTD2,targets,
df9aa5ffb29fc89c0bff95458b6d1c2f,P16278,Beta-galactosidase,,gene product,,,HGNC:4298,,,,,,CustomRO:TTD1,is product of,
d906b4c8592e41766e4edfc7123603e7,4637,rose bengal,,drug,,,P16278,Beta-galactosidase,,gene product,,,CustomRO:TTD2,targets,
133d3dc2bd95af67b2f8d9ee6dfe2afc,P42866,Mu-type opioid receptor,,gene product,,,MGI:97441,,,,,,CustomRO:TTD1,is product of,
8cb47ea427f78041e994f0533dc65299,4673,nalfurafine,,drug,,,P42866,Mu-type opioid receptor,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
079e48f9bf9595a7bf2b18303da87d4c,4706,sodium aurothiomalate,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
34892386df280e557d127d25aad9194e,4715,cabozantinib,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
a80015e88a870169bdd60d906edf0f40,4810,ibrutinib,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
f3c4a09062fd34fd6b1d05e4914d61ba,P05067,Amyloid beta A4 protein,,gene product,,,HGNC:620,,,,,,CustomRO:TTD1,is product of,
0c1ec47b1256347dbe9f77dd2088f43c,4818,florbetaben F18,,drug,,,P05067,Amyloid beta A4 protein,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
7a8db9699f6ebf743b64463a5818e588,4866,ceritinib,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
751cf0dd4ee0306c1e941402e1ca37df,P23443,Ribosomal protein S6 kinase beta-1,,gene product,,,HGNC:10436,,,,,,CustomRO:TTD1,is product of,
18f143170f1cec90cf4e8c66d631e85d,4903,nintedanib,,drug,,,P23443,Ribosomal protein S6 kinase beta-1,,gene product,,,CustomRO:TTD2,targets,
b67ce6caf00b4c82e8fa6483b79cdf03,P68400,Casein kinase II subunit alpha,,gene product,,,HGNC:2457,,,,,,CustomRO:TTD1,is product of,
7bdaf008a513b25d93c05b54f816c69e,4903,nintedanib,,drug,,,P68400,Casein kinase II subunit alpha,,gene product,,,CustomRO:TTD2,targets,
074ebe24b90cd7c6dccd8e298a26f9f7,O15111,Inhibitor of nuclear factor kappa-B kinase subunit alpha,,gene product,,,HGNC:1974,,,,,,CustomRO:TTD1,is product of,
79d17c1bc262107efac03451730ec4da,4903,nintedanib,,drug,,,O15111,Inhibitor of nuclear factor kappa-B kinase subunit alpha,,gene product,,,CustomRO:TTD2,targets,
f212d7426db70c1ad9e4271f1de1fbf3,O75385,Serine/threonine-protein kinase ULK1,,gene product,,,HGNC:12558,,,,,,CustomRO:TTD1,is product of,
486ef32d79de75256f97f335f0c5e61a,4903,nintedanib,,drug,,,O75385,Serine/threonine-protein kinase ULK1,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
34df2f58222069f18ca2a1a5fcdb459c,4942,lenvatinib,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
e1db347b9c4a476da62c87d8a503848b,4954,cetuximab,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
2bb67f45c29aabfa32a8bd7718c891f2,4955,panitumumab,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
8d89363ef456206ade16193aa1f88ac1,5062,osimertinib,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
9850a2b7520678578bde1580c09c4c5c,P20618,Proteasome subunit beta type-1,,gene product,,,HGNC:9537,,,,,,CustomRO:TTD1,is product of,
8792085fd9b9bc351c3c35cc862d721a,5067,ixazomib,,drug,,,P20618,Proteasome subunit beta type-1,,gene product,,,CustomRO:TTD2,targets,
ded45e74da1cd1a3169dbfd6a454e7d5,P49721,Proteasome subunit beta type-2,,gene product,,,HGNC:9539,,,,,,CustomRO:TTD1,is product of,
9f31662ad346e635fbba85bf4ed6a1bd,5067,ixazomib,,drug,,,P49721,Proteasome subunit beta type-2,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
d5cd01041f9429c1c33e2139b3741d35,5071,necitumumab,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
df9aa5ffb29fc89c0bff95458b6d1c2f,P16278,Beta-galactosidase,,gene product,,,HGNC:4298,,,,,,CustomRO:TTD1,is product of,
406b488834a4c2ff109d22123e916cbf,5110,migalastat,,drug,,,P16278,Beta-galactosidase,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
1957cfb8151679c3080898513275de72,5118,chromic chloride,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
3073bdf9b395a830583a16a067f62bab,5209,icotinib,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
704ecd6f1ec71e056d1d2d9d041dc504,5210,olmutinib,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
ba450f022014752a8e5b1c969aec0fb6,5231,midostaurin,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
751cf0dd4ee0306c1e941402e1ca37df,P23443,Ribosomal protein S6 kinase beta-1,,gene product,,,HGNC:10436,,,,,,CustomRO:TTD1,is product of,
4d0d87a48e97802e051b632806429f67,5231,midostaurin,,drug,,,P23443,Ribosomal protein S6 kinase beta-1,,gene product,,,CustomRO:TTD2,targets,
b67ce6caf00b4c82e8fa6483b79cdf03,P68400,Casein kinase II subunit alpha,,gene product,,,HGNC:2457,,,,,,CustomRO:TTD1,is product of,
df59dba2c959d8b7249946e27e7ac158,5231,midostaurin,,drug,,,P68400,Casein kinase II subunit alpha,,gene product,,,CustomRO:TTD2,targets,
074ebe24b90cd7c6dccd8e298a26f9f7,O15111,Inhibitor of nuclear factor kappa-B kinase subunit alpha,,gene product,,,HGNC:1974,,,,,,CustomRO:TTD1,is product of,
00b926f0c7a194fd80774d26364876e2,5231,midostaurin,,drug,,,O15111,Inhibitor of nuclear factor kappa-B kinase subunit alpha,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
260d7e68718172126552c941940fed31,5233,brigatinib,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
8152991c81382be7d42d213f351a5229,5252,neratinib,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
734705be79961bd422a9d324206b1446,5297,dacomitinib,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
ea3b009958ac28f071120c44bac2f8c4,5347,fedratinib,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
751cf0dd4ee0306c1e941402e1ca37df,P23443,Ribosomal protein S6 kinase beta-1,,gene product,,,HGNC:10436,,,,,,CustomRO:TTD1,is product of,
c10f2193b44237ac3cea7d7253c3f8b2,5347,fedratinib,,drug,,,P23443,Ribosomal protein S6 kinase beta-1,,gene product,,,CustomRO:TTD2,targets,
b67ce6caf00b4c82e8fa6483b79cdf03,P68400,Casein kinase II subunit alpha,,gene product,,,HGNC:2457,,,,,,CustomRO:TTD1,is product of,
619668a8466efcf7d3c3cf214c93a550,5347,fedratinib,,drug,,,P68400,Casein kinase II subunit alpha,,gene product,,,CustomRO:TTD2,targets,
074ebe24b90cd7c6dccd8e298a26f9f7,O15111,Inhibitor of nuclear factor kappa-B kinase subunit alpha,,gene product,,,HGNC:1974,,,,,,CustomRO:TTD1,is product of,
0c34fb67440d0775bbb4361b556c372a,5347,fedratinib,,drug,,,O15111,Inhibitor of nuclear factor kappa-B kinase subunit alpha,,gene product,,,CustomRO:TTD2,targets,
f212d7426db70c1ad9e4271f1de1fbf3,O75385,Serine/threonine-protein kinase ULK1,,gene product,,,HGNC:12558,,,,,,CustomRO:TTD1,is product of,
842f93529ef417c664d0d5e98c93b828,5347,fedratinib,,drug,,,O75385,Serine/threonine-protein kinase ULK1,,gene product,,,CustomRO:TTD2,targets,
972ab1fbbace1b5876bee93c5e837b74,P37840,Alpha-synuclein,,gene product,,,HGNC:11138,,,,,,CustomRO:TTD1,is product of,
b7de1e64aafb23984f2dc73904a3e0fd,5359,brilliant Blue G,,drug,,,P37840,Alpha-synuclein,,gene product,,,CustomRO:TTD2,targets,
e60eec5ca7268780e23dc3ba38575b2a,P53396,ATP-citrate synthase,,gene product,,,HGNC:115,,,,,,CustomRO:TTD1,is product of,
8f379c6ebba4703c40aadc05915fa0e0,5382,bempedoic acid,,drug,,,P53396,ATP-citrate synthase,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
3139e95a7a48778b231de1ae97e76550,5388,selumetinib,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
1a5f3d746495674e993b1d0a820777d9,P00533,Epidermal growth factor receptor,,gene product,,,HGNC:3236,,,,,,CustomRO:TTD1,is product of,
5dfbcb2fb4a19840f82f7e59e7dfb03b,5389,tucatinib,,drug,,,P00533,Epidermal growth factor receptor,,gene product,,,CustomRO:TTD2,targets,
