id,label,iri,taxon_id,taxon_label
HGNC:7578,MYH8,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7578,NCBITaxon:9606,Homo sapiens
HGNC:4137,GAN,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:4137,NCBITaxon:9606,Homo sapiens
HGNC:7582,MYL1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7582,NCBITaxon:9606,Homo sapiens
HGNC:11948,TNNT1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11948,NCBITaxon:9606,Homo sapiens
HGNC:10769,SF3B2,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:10769,NCBITaxon:9606,Homo sapiens
HGNC:8590,PAK1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:8590,NCBITaxon:9606,Homo sapiens
HGNC:11945,TNNI1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11945,NCBITaxon:9606,Homo sapiens
HGNC:7872,NOS1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7872,NCBITaxon:9606,Homo sapiens
HGNC:9642,PTPN1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9642,NCBITaxon:9606,Homo sapiens
HGNC:239,ADCY8,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:239,NCBITaxon:9606,Homo sapiens
HGNC:17861,TRAF3IP1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:17861,NCBITaxon:9606,Homo sapiens
HGNC:7727,NEDD4,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7727,NCBITaxon:9606,Homo sapiens
HGNC:14686,JAM2,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14686,NCBITaxon:9606,Homo sapiens
HGNC:11950,TNNT3,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11950,NCBITaxon:9606,Homo sapiens
HGNC:11729,TERF2,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11729,NCBITaxon:9606,Homo sapiens
HGNC:6485,LAMA5,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6485,NCBITaxon:9606,Homo sapiens
HGNC:11167,SNTA1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11167,NCBITaxon:9606,Homo sapiens
HGNC:15916,PAK5,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:15916,NCBITaxon:9606,Homo sapiens
MGI:107956,Slc8a1,http://www.informatics.jax.org/accession/MGI:107956,NCBITaxon:10090,Mus musculus
HGNC:9966,REST,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9966,NCBITaxon:9606,Homo sapiens
HGNC:6258,KCNJ12,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6258,NCBITaxon:9606,Homo sapiens
HGNC:44102,SLC8A1-AS1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:44102,NCBITaxon:9606,Homo sapiens
HGNC:12932,TRIM25,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12932,NCBITaxon:9606,Homo sapiens
HGNC:7550,MYBPC2,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7550,NCBITaxon:9606,Homo sapiens
MGI:2138865,Dlgap4,http://www.informatics.jax.org/accession/MGI:2138865,NCBITaxon:10090,Mus musculus
HGNC:2928,DMD,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2928,NCBITaxon:9606,Homo sapiens
HGNC:6284,KCNMA1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6284,NCBITaxon:9606,Homo sapiens
HGNC:12825,XPO1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12825,NCBITaxon:9606,Homo sapiens
HGNC:9718,PXN,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9718,NCBITaxon:9606,Homo sapiens
HGNC:8592,PAK3,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:8592,NCBITaxon:9606,Homo sapiens
HGNC:7585,MYL4,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7585,NCBITaxon:9606,Homo sapiens
HGNC:329,AGRN,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:329,NCBITaxon:9606,Homo sapiens
HGNC:19214,SHKBP1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19214,NCBITaxon:9606,Homo sapiens
HGNC:6857,MAP3K5,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6857,NCBITaxon:9606,Homo sapiens
HGNC:620,APP,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:620,NCBITaxon:9606,Homo sapiens
HGNC:9688,CAVIN1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9688,NCBITaxon:9606,Homo sapiens
HGNC:11871,TMOD1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11871,NCBITaxon:9606,Homo sapiens
HGNC:13741,SNTG2,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:13741,NCBITaxon:9606,Homo sapiens
HGNC:14339,PLEKHA4,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14339,NCBITaxon:9606,Homo sapiens
HGNC:6494,LAMC3,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6494,NCBITaxon:9606,Homo sapiens
HGNC:6492,LAMC1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6492,NCBITaxon:9606,Homo sapiens
HGNC:18167,PALS2,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:18167,NCBITaxon:9606,Homo sapiens
HGNC:10809,SGCG,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:10809,NCBITaxon:9606,Homo sapiens
HGNC:1955,CHRNA1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1955,NCBITaxon:9606,Homo sapiens
HGNC:12403,TTN,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12403,NCBITaxon:9606,Homo sapiens
HGNC:6493,LAMC2,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6493,NCBITaxon:9606,Homo sapiens
HGNC:3097,DYSF,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:3097,NCBITaxon:9606,Homo sapiens
HGNC:10541,SATB1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:10541,NCBITaxon:9606,Homo sapiens
HGNC:11168,SNTB1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11168,NCBITaxon:9606,Homo sapiens
HGNC:4853,HDAC2,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:4853,NCBITaxon:9606,Homo sapiens
HGNC:10002,RGS6,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:10002,NCBITaxon:9606,Homo sapiens
HGNC:14082,ANLN,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14082,NCBITaxon:9606,Homo sapiens
HGNC:9863,RAPSN,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9863,NCBITaxon:9606,Homo sapiens
ENSEMBL:ENSBTAG00000046838,A0A3Q1LWR2,http://ensembl.org/id/ENSBTAG00000046838,NCBITaxon:9913,Bos taurus
ENSEMBL:ENSG00000260569,ENSEMBL:ENSG00000260569,http://ensembl.org/id/ENSG00000260569,OBI:0100026,organism
HGNC:53001,LINC02141,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53001,NCBITaxon:9606,Homo sapiens
HGNC:10805,SGCA,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:10805,NCBITaxon:9606,Homo sapiens
HGNC:6482,LAMA2,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6482,NCBITaxon:9606,Homo sapiens
RGD:2507,Dmd,http://rgd.mcw.edu/rgdweb/report/gene/main.html?id=2507,NCBITaxon:10116,Rattus norvegicus
HGNC:11805,TIAM1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11805,NCBITaxon:9606,Homo sapiens
HGNC:6944,MCM2,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6944,NCBITaxon:9606,Homo sapiens
ENSEMBL:ENSG00000232043,ENSEMBL:ENSG00000232043,http://ensembl.org/id/ENSG00000232043,OBI:0100026,organism
HGNC:7803,NFX1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7803,NCBITaxon:9606,Homo sapiens
HGNC:11610,TCAP,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11610,NCBITaxon:9606,Homo sapiens
HGNC:28958,NUP93,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28958,NCBITaxon:9606,Homo sapiens
HGNC:7576,MYH6,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7576,NCBITaxon:9606,Homo sapiens
HGNC:12635,UTRN,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12635,NCBITaxon:9606,Homo sapiens
HGNC:7611,MYOD1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7611,NCBITaxon:9606,Homo sapiens
HGNC:9394,PICK1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9394,NCBITaxon:9606,Homo sapiens
ENSEMBL:ENSOANG00000010897,ENSEMBL:ENSOANG00000010897,http://ensembl.org/id/ENSOANG00000010897,NCBITaxon:9258,Ornithorhynchus anatinus
HGNC:12012,TPM3,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12012,NCBITaxon:9606,Homo sapiens
HGNC:685,ARHGEF6,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:685,NCBITaxon:9606,Homo sapiens
HGNC:9449,PRNP,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9449,NCBITaxon:9606,Homo sapiens
HGNC:19737,TNS2,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19737,NCBITaxon:9606,Homo sapiens
ENSEMBL:ENSACAG00000007269,ENSEMBL:ENSACAG00000007269,http://ensembl.org/id/ENSACAG00000007269,NCBITaxon:28377,Anolis carolinensis
HGNC:4778,H3-4,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:4778,NCBITaxon:9606,Homo sapiens
HGNC:2512,CTNNAL1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2512,NCBITaxon:9606,Homo sapiens
HGNC:6487,LAMB2,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6487,NCBITaxon:9606,Homo sapiens
HGNC:6481,LAMA1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6481,NCBITaxon:9606,Homo sapiens
HGNC:11872,TMOD2,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11872,NCBITaxon:9606,Homo sapiens
HGNC:1725,CDC25A,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1725,NCBITaxon:9606,Homo sapiens
HGNC:11169,SNTB2,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11169,NCBITaxon:9606,Homo sapiens
HGNC:26832,TAPT1-AS1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26832,NCBITaxon:9606,Homo sapiens
HGNC:17273,KIF15,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:17273,NCBITaxon:9606,Homo sapiens
HGNC:6392,KIF23,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6392,NCBITaxon:9606,Homo sapiens
HGNC:6486,LAMB1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6486,NCBITaxon:9606,Homo sapiens
HGNC:6717,LTBP4,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6717,NCBITaxon:9606,Homo sapiens
HGNC:129,ACTA1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:129,NCBITaxon:9606,Homo sapiens
HGNC:12692,VIM,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:12692,NCBITaxon:9606,Homo sapiens
HGNC:10807,SGCD,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:10807,NCBITaxon:9606,Homo sapiens
FlyBase:FBgn0260003,Dys,http://flybase.org/reports/FBgn0260003,NCBITaxon:7227,Drosophila melanogaster
HGNC:1529,CAV3,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:1529,NCBITaxon:9606,Homo sapiens
HGNC:11947,TNNI3,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11947,NCBITaxon:9606,Homo sapiens
HGNC:6265,KCNJ4,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6265,NCBITaxon:9606,Homo sapiens
HGNC:33920,SLFN12L,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33920,NCBITaxon:9606,Homo sapiens
HGNC:6490,LAMB3,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6490,NCBITaxon:9606,Homo sapiens
HGNC:2509,CTNNA1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2509,NCBITaxon:9606,Homo sapiens
HGNC:232,ADCY1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:232,NCBITaxon:9606,Homo sapiens
HGNC:53337,LINC02408,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:53337,NCBITaxon:9606,Homo sapiens
HGNC:11943,TNNC1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11943,NCBITaxon:9606,Homo sapiens
HGNC:2770,DES,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2770,NCBITaxon:9606,Homo sapiens
HGNC:8591,PAK2,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:8591,NCBITaxon:9606,Homo sapiens
HGNC:27503,LINC01588,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:27503,NCBITaxon:9606,Homo sapiens
HGNC:11874,TMOD4,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11874,NCBITaxon:9606,Homo sapiens
HGNC:13328,IFIT5,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:13328,NCBITaxon:9606,Homo sapiens
HGNC:8908,PGM5,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:8908,NCBITaxon:9606,Homo sapiens
HGNC:3058,DTNB,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:3058,NCBITaxon:9606,Homo sapiens
HGNC:10056,RNF11,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:10056,NCBITaxon:9606,Homo sapiens
HGNC:19166,TBC1D5,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19166,NCBITaxon:9606,Homo sapiens
HGNC:2987,DOCK1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2987,NCBITaxon:9606,Homo sapiens
HGNC:9411,PRKCSH,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9411,NCBITaxon:9606,Homo sapiens
HGNC:15607,ARHGEF7,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:15607,NCBITaxon:9606,Homo sapiens
HGNC:30451,SLC25A48,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:30451,NCBITaxon:9606,Homo sapiens
HGNC:493,ANK2,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:493,NCBITaxon:9606,Homo sapiens
HGNC:5024,HNF4A,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:5024,NCBITaxon:9606,Homo sapiens
HGNC:10806,SGCB,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:10806,NCBITaxon:9606,Homo sapiens
ZFIN:ZDB-GENE-010426-1,dmd,http://zfin.org/ZDB-GENE-010426-1,NCBITaxon:7955,Danio rerio
HGNC:16059,PAK4,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16059,NCBITaxon:9606,Homo sapiens
HGNC:15520,LPAR6,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:15520,NCBITaxon:9606,Homo sapiens
HGNC:19181,KIF14,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19181,NCBITaxon:9606,Homo sapiens
HGNC:132,ACTB,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:132,NCBITaxon:9606,Homo sapiens
HGNC:25174,HAUS1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:25174,NCBITaxon:9606,Homo sapiens
HGNC:3332,MARK2,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:3332,NCBITaxon:9606,Homo sapiens
HGNC:11944,TNNC2,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11944,NCBITaxon:9606,Homo sapiens
HGNC:711,ARRB1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:711,NCBITaxon:9606,Homo sapiens
MGI:1194513,Psmb5,http://www.informatics.jax.org/accession/MGI:1194513,NCBITaxon:10090,Mus musculus
HGNC:9801,RAC1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9801,NCBITaxon:9606,Homo sapiens
HGNC:11973,TNS1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11973,NCBITaxon:9606,Homo sapiens
HGNC:7583,MYL2,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7583,NCBITaxon:9606,Homo sapiens
HGNC:17448,CLSTN2,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:17448,NCBITaxon:9606,Homo sapiens
MGI:1913496,Osgep,http://www.informatics.jax.org/accession/MGI:1913496,NCBITaxon:10090,Mus musculus
HGNC:11946,TNNI2,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11946,NCBITaxon:9606,Homo sapiens
HGNC:7584,MYL3,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7584,NCBITaxon:9606,Homo sapiens
HGNC:6256,KCNJ10,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6256,NCBITaxon:9606,Homo sapiens
HGNC:26293,SPEF2,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26293,NCBITaxon:9606,Homo sapiens
HGNC:11068,SLC8A1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11068,NCBITaxon:9606,Homo sapiens
HGNC:33796,LINC02694,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:33796,NCBITaxon:9606,Homo sapiens
HGNC:971,BCAR1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:971,NCBITaxon:9606,Homo sapiens
HGNC:6153,ITGB1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6153,NCBITaxon:9606,Homo sapiens
HGNC:6134,ITGA1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:6134,NCBITaxon:9606,Homo sapiens
HGNC:19013,TRIM41,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:19013,NCBITaxon:9606,Homo sapiens
HGNC:17997,FKRP,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:17997,NCBITaxon:9606,Homo sapiens
FlyBase:FBgn0026598,Apc2,http://flybase.org/reports/FBgn0026598,NCBITaxon:7227,Drosophila melanogaster
HGNC:11873,TMOD3,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11873,NCBITaxon:9606,Homo sapiens
HGNC:7573,MYH3,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7573,NCBITaxon:9606,Homo sapiens
MGI:94909,Dmd,http://www.informatics.jax.org/accession/MGI:94909,NCBITaxon:10090,Mus musculus
HGNC:2850,DGKB,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:2850,NCBITaxon:9606,Homo sapiens
HGNC:15516,XYLT1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:15516,NCBITaxon:9606,Homo sapiens
HGNC:144,ACTG1,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:144,NCBITaxon:9606,Homo sapiens
ENSEMBL:ENSMMUG00000019345,ENSEMBL:ENSMMUG00000019345,http://ensembl.org/id/ENSMMUG00000019345,NCBITaxon:9544,Macaca mulatta
HGNC:164,ACTN2,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:164,NCBITaxon:9606,Homo sapiens
HGNC:20261,NUP58,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:20261,NCBITaxon:9606,Homo sapiens
HGNC:14075,SGCZ,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:14075,NCBITaxon:9606,Homo sapiens
HGNC:20163,HAUS4,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:20163,NCBITaxon:9606,Homo sapiens
HGNC:11283,SRC,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:11283,NCBITaxon:9606,Homo sapiens
ENSEMBL:ENSG00000231236,ENSEMBL:ENSG00000231236,http://ensembl.org/id/ENSG00000231236,OBI:0100026,organism
HGNC:26272,LRRC8E,https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26272,NCBITaxon:9606,Homo sapiens
