id,subject,object,relation_id,relation_label,relation_iri
2c3fed0cef054d145b0dd12516bb1660,ClinVarVariant:817126,MONDO:0010679,GENO:0000840,pathogenic for condition,
86d8beb9b580bf6d83ffe13803b1a01e,NCBIGene:415296,ZFIN:ZDB-GENE-000329-1,RO:HOM0000017,in orthology relationship with,
6858be2a15950382a526eec8db2e591f,PomBase:SPBC4.04c,GO:0005515,RO:0002327,enables,
32b7063620c4dbf24563d96f53a7ebd9,RGD:62050,ENSEMBL:ENSACAG00000009542,RO:HOM0000020,in 1 to 1 orthology relationship with,
54ac23717a8bc3bdc2c66e0e6963c748,ZFIN:ZDB-GENE-060526-267,UBERON:0002106,RO:0002206,expressed in,
d271c79a2193732d15784836968ee61d,HGNC:18867,ENSEMBL:ENSMODG00000047823,RO:HOM0000020,in 1 to 1 orthology relationship with,
785184db217cdc3520d9fdd4646a1365,ENSEMBL:ENSECAG00000016277,ENSEMBL:ENSCAFG00000017592,RO:HOM0000020,in 1 to 1 orthology relationship with,
275dac7cc852aef2d435ac44a7bf2476,HGNC:659,HGNC:11283,RO:0002434,interacts with,
9a33a44f3e0d029c1ed582ba4d92ab01,ZFIN:ZDB-GENE-040718-60,FlyBase:FBgn0039525,RO:HOM0000020,in 1 to 1 orthology relationship with,
be5aa5edccf20d296e4dba51e0ced244,ENSEMBL:ENSMODG00000000247,ENSEMBL:ENSBTAG00000008938,RO:HOM0000020,in 1 to 1 orthology relationship with,
12e8c7ea824666942afd004629d2cfe3,MGI:105070,ENSEMBL:ENSECAG00000015494,RO:HOM0000020,in 1 to 1 orthology relationship with,
52428acca32d3b3dc6e1674914a08a0a,WormBase:WBGene00006588,WormBase:WBGene00006789,RO:0002434,interacts with,
69503922328d5c4222260ed1050bb562,MGI:1341110,MP:0003963,RO:0002200,has phenotype,
354d628574c3e1c64ab6ad67d954febe,MGI:87991,MGI:96743,RO:0002434,interacts with,
e6c13a9dd510146e0c0463f011d38aaa,ENSEMBL:ENSCAFG00000002427,ENSEMBL:ENSMODG00000003143,RO:HOM0000020,in 1 to 1 orthology relationship with,
0e9c42b5ee9800412ebc1eb408a3aa7f,MGI:98779,ENSEMBL:ENSECAG00000020452,RO:HOM0000020,in 1 to 1 orthology relationship with,
ce1428b57cb905f01fd532f0bc41a979,HGNC:13740,FlyBase:FBgn0034135,RO:HOM0000017,in orthology relationship with,
61351590448f005beddee1b2277318f6,ZFIN:ZDB-GENE-040704-69,ZP:0000869,RO:0002200,has phenotype,
9959057d7bdfb558c72ad66fca92bd06,ENSEMBL:ENSFCAG00000024895,WormBase:WBGene00016913,RO:HOM0000020,in 1 to 1 orthology relationship with,
5e8544db2fcd956672b162371624e504,WormBase:WBGene00000065,WBPhenotype:0000900,RO:0002200,has phenotype,
0a71338d10c78343c54dc1737fa2ef71,ENSEMBL:ENSACAG00000010793,FlyBase:FBgn0003525,RO:HOM0000020,in 1 to 1 orthology relationship with,
380c205ba9767e0007c8c7a37675c6d9,MGI:88294,MP:0003061,RO:0002200,has phenotype,
862a326e8f3cbe6ff7ec80c282e42adc,SGD:S000005242,ENSEMBL:ENSSSCG00000007061,RO:HOM0000017,in orthology relationship with,
992fb13d5c033277b283f43af245fbfb,ZFIN:ZDB-GENE-980526-221,ZP:0019070,RO:0002200,has phenotype,
332e01acffe0674a06d1053a26bf8ca5,ENSEMBL:ENSMODG00000017422,RGD:1304556,RO:HOM0000017,in orthology relationship with,
5419349f1223a1f14eee6edcbe32267b,ENSEMBL:ENSPTRG00000016788,RGD:620450,RO:HOM0000020,in 1 to 1 orthology relationship with,
45de739d35d3db13837e9e5ab7131ea3,FlyBase:FBgn0014011,dictyBase:DDB_G0268622,RO:HOM0000017,in orthology relationship with,
54ae2e7562c0e08aa04484b55b4517c0,FlyBase:FBgn0085464,MGI:97267,RO:HOM0000017,in orthology relationship with,
7d33cc85bf548f1eb6d1cb850bf5ed02,HGNC:1391,EFO:0006922,RO:0003304,contributes to condition,
212ce5d7402075ecff0653a62958d8f1,ENSEMBL:ENSECAG00000018600,PomBase:SPBC32H8.12c,RO:HOM0000017,in orthology relationship with,
7283f02c8c4f8136aff15adeb2f8d267,FlyBase:FBgn0004397,FBcv:0000374,RO:0002200,has phenotype,
6f3cdb4e808a8125211d0c5e25d4d294,ENSEMBL:ENSCAFG00000008482,GO:0009986,BFO:0000050,is part of,
5c7037a540f855ecdef72deb16c2b246,ZFIN:ZDB-GENE-030131-9823,ZP:0017512,RO:0002200,has phenotype,
c90e1edeab34ee181b31e1ff491a05b1,ENSEMBL:ENSMMUG00000046222,ZFIN:ZDB-GENE-060825-192,RO:HOM0000017,in orthology relationship with,
7549653726f4c75f82a3e7e1232185c4,MGI:99638,MP:0004856,RO:0002200,has phenotype,
c83d7c3014df90002492fb76cefae2fb,HGNC:7585,ENSEMBL:ENSGALG00000000585,RO:HOM0000020,in 1 to 1 orthology relationship with,
a34980cd2d0926476eee2dec16d7ddf6,ENSEMBL:ENSCAFG00000007151,ENSEMBL:ENSGALG00000045085,RO:HOM0000020,in 1 to 1 orthology relationship with,
bf96e5aec5bbdf5ea59bb40b61762585,ENSEMBL:ENSCAFG00000014976,GO:0005515,RO:0002327,enables,
50d03a6c6077ae17e89a6157dceec517,MGI:1349385,MP:0009403,RO:0002200,has phenotype,
c966eb27a48024ad340a9a922d7200d3,ZFIN:ZDB-GENE-000322-3,ZFIN:ZDB-GENE-050417-49,RO:0002434,interacts with,
3b4c67b2d1d33a5b1420dd511f62030a,ENSEMBL:ENSACAG00000009289,RGD:1307728,RO:HOM0000020,in 1 to 1 orthology relationship with,
aad3df4717e5fdaf35b17985f1b1ddb4,WormBase:WBGene00016913,MGI:99914,RO:HOM0000020,in 1 to 1 orthology relationship with,
d193e41177febb3875e2be88c60f9e0b,ClinVarVariant:455824,MONDO:0010679,GENO:0000840,pathogenic for condition,
de86a9a412019304246800a8070316ff,ENSEMBL:ENSACAG00000008259,MGI:104743,RO:HOM0000020,in 1 to 1 orthology relationship with,
15c538bad4398b6d3e2fcbe7221e8362,ENSEMBL:ENSMODG00000000395,MGI:105073,RO:HOM0000020,in 1 to 1 orthology relationship with,
7b0d58efad5f0b8319c69ac8c64a6a09,dictyBase:DDB_G0277077,HGNC:2888,RO:HOM0000020,in 1 to 1 orthology relationship with,
80f65b5755172d5a4cf252af6c70ff80,HGNC:12012,HGNC:2770,RO:0002434,interacts with,
549e6741fa7d6e30ad686ad2c6623f04,ZFIN:ZDB-GENE-041114-60,ZFIN:ZDB-GENE-991123-5,RO:0002434,interacts with,
fdd169feffc03095a4e020312efab1cc,ENSEMBL:ENSCAFG00000007034,GO:0032991,BFO:0000050,is part of,
b9101e22d4adf71abc6aa7bd77352454,HGNC:2928,EFO:0006329,RO:0003304,contributes to condition,
0c6335a8f4a377cabdc07a6e9d4c3a23,FlyBase:FBgn0004117,ENSEMBL:ENSACAG00000010881,RO:HOM0000017,in orthology relationship with,
b54a77971a1ee6d8ad44d165eaed64e7,ENSEMBL:ENSMMUG00000002328,ENSEMBL:ENSCAFG00000017392,RO:HOM0000020,in 1 to 1 orthology relationship with,
33ac37d86718584be36437b289ed68e8,ENSEMBL:ENSBTAG00000015303,ENSEMBL:ENSSSCG00000016717,RO:HOM0000020,in 1 to 1 orthology relationship with,
ab82c5d063267288d917cdcedfd12302,ENSEMBL:ENSGALG00000029203,ENSEMBL:ENSMMUG00000006169,RO:HOM0000020,in 1 to 1 orthology relationship with,
7603a19640d861a7ff8410308ffa2d3d,dictyBase:DDB_G0286355,NCBIGene:427788,RO:HOM0000017,in orthology relationship with,
54d0ec69084390fe05bd2fb6557f1908,ENSEMBL:ENSPTRG00000018993,HGNC:18167,RO:HOM0000020,in 1 to 1 orthology relationship with,
